x1 x2
 0.622332977288478 0.740082804492285
 0.547722557505166 0.547722557505166
 0.651355562432631 0.740082804492285
 0.562341325190349 0.562341325190349
 0.472870804501588 0.562341325190349
 0.588566191276542 0.588566191276542
 0.531829589694499 0.547722557505166
 0.472870804501588 0.562341325190349
 0.531829589694499 0.547722557505166
 0.562341325190349 0.562341325190349
 0.51436867236104 0.51436867236104
 0.376060309308639 0.472870804501588
 0.316227766016838 0.316227766016838
 0.562341325190349 0.81903625881272
 0.562341325190349 0.588566191276542
 0.562341325190349 0.668740304976422
 0.376060309308639 0.447213595499958
 0.562341325190349 0.562341325190349
 0.316227766016838 0.316227766016838
 0.79527072876705 0.880111736793393
 0.562341325190349 0.588566191276542
 0.472870804501588 0.562341325190349
 0.416179145028782 0.472870804501588
 0.472870804501588 0.472870804501588
 0.622332977288478 0.622332977288478
 0.562341325190349 0.740082804492285
 0.622332977288478 0.622332977288478
 0.547722557505166 0.547722557505166
 0.531829589694499 0.547722557505166
 0.651355562432631 0.727427152512826
 0.562341325190349 0.562341325190349
 0.668740304976422 0.562341325190349
 0.575901449065324 0.562341325190349
 0.740082804492285 0.740082804492285
 0.376060309308639 0.588566191276542
 0.668740304976422 0.707106781186548
 0.668740304976422 0.668740304976422
 0.740082804492285 0.79527072876705
 0.740082804492285 0.757928931136556
 0.79527072876705 0.752120618617279
 0.740082804492285 0.588566191276542
 0.472870804501588 0.588566191276542
